Algorithm, method_start, restart, dimension, step, a, s1, s2, fes, fx
NM, rOptimSimplex, None, 20, default, -0.00300, 0.64089, 0.38846, 14, 0.004827
ANM, rOptimSimplex, None, 20, default, -0.00300, 0.64089, 0.38846, 8, 0.000239
NM, rOptimSimplex, None, 20, default, -0.00300, 0.64089, 0.50288, 14, 0.004827
ANM, rOptimSimplex, None, 20, default, -0.00300, 0.64089, 0.50288, 8, 0.000239
NM, rOptimSimplex, None, 20, default, -0.00300, 0.64089, 0.64089, 14, 0.004827
ANM, rOptimSimplex, None, 20, default, -0.00300, 0.64089, 0.64089, 8, 0.000239
NM, rOptimSimplex, None, 20, default, -0.00300, 0.64089, 0.80552, 14, 0.004827
ANM, rOptimSimplex, None, 20, default, -0.00300, 0.64089, 0.80552, 8, 0.000239
NM, rOptimSimplex, None, 20, default, -0.00300, 0.64089, 1.00000, 14, 0.004827
ANM, rOptimSimplex, None, 20, default, -0.00300, 0.64089, 1.00000, 8, 0.000239
NM, rOptimSimplex, None, 20, default, -0.00300, 0.80552, 0.00000, 14, 0.004827
ANM, rOptimSimplex, None, 20, default, -0.00300, 0.80552, 0.00000, 8, 0.000239
NM, rOptimSimplex, None, 20, default, -0.00300, 0.80552, 0.00001, 14, 0.004827
ANM, rOptimSimplex, None, 20, default, -0.00300, 0.80552, 0.00001, 8, 0.000239
NM, rOptimSimplex, None, 20, default, -0.00300, 0.80552, 0.00012, 14, 0.004827
ANM, rOptimSimplex, None, 20, default, -0.00300, 0.80552, 0.00012, 8, 0.000239
NM, rOptimSimplex, None, 20, default, -0.00300, 0.80552, 0.00062, 14, 0.004827
ANM, rOptimSimplex, None, 20, default, -0.00300, 0.80552, 0.00062, 8, 0.000239
NM, rOptimSimplex, None, 20, default, -0.00300, 0.80552, 0.00196, 14, 0.004827
ANM, rOptimSimplex, None, 20, default, -0.00300, 0.80552, 0.00196, 8, 0.000239
NM, rOptimSimplex, None, 20, default, -0.00300, 0.80552, 0.00480, 14, 0.004827
ANM, rOptimSimplex, None, 20, default, -0.00300, 0.80552, 0.00480, 8, 0.000239
NM, rOptimSimplex, None, 20, default, -0.00300, 0.80552, 0.00994, 14, 0.004827
ANM, rOptimSimplex, None, 20, default, -0.00300, 0.80552, 0.00994, 8, 0.000239
NM, rOptimSimplex, None, 20, default, -0.00300, 0.80552, 0.01842, 14, 0.004827
ANM, rOptimSimplex, None, 20, default, -0.00300, 0.80552, 0.01842, 8, 0.000239
NM, rOptimSimplex, None, 20, default, -0.00300, 0.80552, 0.03143, 14, 0.004827
ANM, rOptimSimplex, None, 20, default, -0.00300, 0.80552, 0.03143, 8, 0.000239
NM, rOptimSimplex, None, 20, default, -0.00300, 0.80552, 0.05034, 14, 0.004827
ANM, rOptimSimplex, None, 20, default, -0.00300, 0.80552, 0.05034, 8, 0.000239
NM, rOptimSimplex, None, 20, default, -0.00300, 0.80552, 0.07673, 14, 0.004827
ANM, rOptimSimplex, None, 20, default, -0.00300, 0.80552, 0.07673, 8, 0.000239
NM, rOptimSimplex, None, 20, default, -0.00300, 0.80552, 0.11235, 14, 0.004827
ANM, rOptimSimplex, None, 20, default, -0.00300, 0.80552, 0.11235, 8, 0.000239
NM, rOptimSimplex, None, 20, default, -0.00300, 0.80552, 0.15911, 14, 0.004827
ANM, rOptimSimplex, None, 20, default, -0.00300, 0.80552, 0.15911, 8, 0.000239
NM, rOptimSimplex, None, 20, default, -0.00300, 0.80552, 0.21916, 14, 0.004827
ANM, rOptimSimplex, None, 20, default, -0.00300, 0.80552, 0.21916, 8, 0.000239
NM, rOptimSimplex, None, 20, default, -0.00300, 0.80552, 0.29478, 14, 0.004827
ANM, rOptimSimplex, None, 20, default, -0.00300, 0.80552, 0.29478, 8, 0.000239
NM, rOptimSimplex, None, 20, default, -0.00300, 0.80552, 0.38846, 14, 0.004827
ANM, rOptimSimplex, None, 20, default, -0.00300, 0.80552, 0.38846, 8, 0.000239
NM, rOptimSimplex, None, 20, default, -0.00300, 0.80552, 0.50288, 14, 0.004827
ANM, rOptimSimplex, None, 20, default, -0.00300, 0.80552, 0.50288, 8, 0.000239
NM, rOptimSimplex, None, 20, default, -0.00300, 0.80552, 0.64089, 14, 0.004827
ANM, rOptimSimplex, None, 20, default, -0.00300, 0.80552, 0.64089, 8, 0.000239
NM, rOptimSimplex, None, 20, default, -0.00300, 0.80552, 0.80552, 14, 0.004827
ANM, rOptimSimplex, None, 20, default, -0.00300, 0.80552, 0.80552, 8, 0.000239
NM, rOptimSimplex, None, 20, default, -0.00300, 0.80552, 1.00000, 14, 0.004827
ANM, rOptimSimplex, None, 20, default, -0.00300, 0.80552, 1.00000, 8, 0.000239
NM, rOptimSimplex, None, 20, default, -0.00300, 1.00000, 0.00000, 14, 0.004827
ANM, rOptimSimplex, None, 20, default, -0.00300, 1.00000, 0.00000, 8, 0.000239
NM, rOptimSimplex, None, 20, default, -0.00300, 1.00000, 0.00001, 14, 0.004827
ANM, rOptimSimplex, None, 20, default, -0.00300, 1.00000, 0.00001, 8, 0.000239
NM, rOptimSimplex, None, 20, default, -0.00300, 1.00000, 0.00012, 14, 0.004827
ANM, rOptimSimplex, None, 20, default, -0.00300, 1.00000, 0.00012, 8, 0.000239
NM, rOptimSimplex, None, 20, default, -0.00300, 1.00000, 0.00062, 14, 0.004827
ANM, rOptimSimplex, None, 20, default, -0.00300, 1.00000, 0.00062, 8, 0.000239
NM, rOptimSimplex, None, 20, default, -0.00300, 1.00000, 0.00196, 14, 0.004827
ANM, rOptimSimplex, None, 20, default, -0.00300, 1.00000, 0.00196, 8, 0.000239
NM, rOptimSimplex, None, 20, default, -0.00300, 1.00000, 0.00480, 14, 0.004827
ANM, rOptimSimplex, None, 20, default, -0.00300, 1.00000, 0.00480, 8, 0.000239
NM, rOptimSimplex, None, 20, default, -0.00300, 1.00000, 0.00994, 14, 0.004827
ANM, rOptimSimplex, None, 20, default, -0.00300, 1.00000, 0.00994, 8, 0.000239
NM, rOptimSimplex, None, 20, default, -0.00300, 1.00000, 0.01842, 14, 0.004827
ANM, rOptimSimplex, None, 20, default, -0.00300, 1.00000, 0.01842, 8, 0.000239
NM, rOptimSimplex, None, 20, default, -0.00300, 1.00000, 0.03143, 14, 0.004827
ANM, rOptimSimplex, None, 20, default, -0.00300, 1.00000, 0.03143, 8, 0.000239
NM, rOptimSimplex, None, 20, default, -0.00300, 1.00000, 0.05034, 14, 0.004827
ANM, rOptimSimplex, None, 20, default, -0.00300, 1.00000, 0.05034, 8, 0.000239
NM, rOptimSimplex, None, 20, default, -0.00300, 1.00000, 0.07673, 14, 0.004827
ANM, rOptimSimplex, None, 20, default, -0.00300, 1.00000, 0.07673, 8, 0.000239
NM, rOptimSimplex, None, 20, default, -0.00300, 1.00000, 0.11235, 14, 0.004827
ANM, rOptimSimplex, None, 20, default, -0.00300, 1.00000, 0.11235, 8, 0.000239
NM, rOptimSimplex, None, 20, default, -0.00300, 1.00000, 0.15911, 14, 0.004827
ANM, rOptimSimplex, None, 20, default, -0.00300, 1.00000, 0.15911, 8, 0.000239
NM, rOptimSimplex, None, 20, default, -0.00300, 1.00000, 0.21916, 14, 0.004827
ANM, rOptimSimplex, None, 20, default, -0.00300, 1.00000, 0.21916, 8, 0.000239
NM, rOptimSimplex, None, 20, default, -0.00300, 1.00000, 0.29478, 14, 0.004827
ANM, rOptimSimplex, None, 20, default, -0.00300, 1.00000, 0.29478, 8, 0.000239
NM, rOptimSimplex, None, 20, default, -0.00300, 1.00000, 0.38846, 14, 0.004827
ANM, rOptimSimplex, None, 20, default, -0.00300, 1.00000, 0.38846, 8, 0.000239
NM, rOptimSimplex, None, 20, default, -0.00300, 1.00000, 0.50288, 14, 0.004827
ANM, rOptimSimplex, None, 20, default, -0.00300, 1.00000, 0.50288, 8, 0.000239
NM, rOptimSimplex, None, 20, default, -0.00300, 1.00000, 0.64089, 14, 0.004827
ANM, rOptimSimplex, None, 20, default, -0.00300, 1.00000, 0.64089, 8, 0.000239
NM, rOptimSimplex, None, 20, default, -0.00300, 1.00000, 0.80552, 14, 0.004827
ANM, rOptimSimplex, None, 20, default, -0.00300, 1.00000, 0.80552, 8, 0.000239
NM, rOptimSimplex, None, 20, default, -0.00300, 1.00000, 1.00000, 14, 0.004827
ANM, rOptimSimplex, None, 20, default, -0.00300, 1.00000, 1.00000, 8, 0.000239
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00000, 0.00000, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00000, 0.00000, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00000, 0.00001, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00000, 0.00001, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00000, 0.00012, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00000, 0.00012, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00000, 0.00062, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00000, 0.00062, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00000, 0.00196, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00000, 0.00196, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00000, 0.00480, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00000, 0.00480, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00000, 0.00994, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00000, 0.00994, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00000, 0.01842, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00000, 0.01842, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00000, 0.03143, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00000, 0.03143, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00000, 0.05034, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00000, 0.05034, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00000, 0.07673, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00000, 0.07673, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00000, 0.11235, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00000, 0.11235, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00000, 0.15911, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00000, 0.15911, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00000, 0.21916, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00000, 0.21916, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00000, 0.29478, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00000, 0.29478, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00000, 0.38846, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00000, 0.38846, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00000, 0.50288, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00000, 0.50288, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00000, 0.64089, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00000, 0.64089, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00000, 0.80552, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00000, 0.80552, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00000, 1.00000, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00000, 1.00000, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00001, 0.00000, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00001, 0.00000, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00001, 0.00001, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00001, 0.00001, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00001, 0.00012, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00001, 0.00012, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00001, 0.00062, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00001, 0.00062, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00001, 0.00196, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00001, 0.00196, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00001, 0.00480, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00001, 0.00480, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00001, 0.00994, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00001, 0.00994, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00001, 0.01842, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00001, 0.01842, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00001, 0.03143, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00001, 0.03143, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00001, 0.05034, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00001, 0.05034, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00001, 0.07673, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00001, 0.07673, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00001, 0.11235, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00001, 0.11235, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00001, 0.15911, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00001, 0.15911, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00001, 0.21916, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00001, 0.21916, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00001, 0.29478, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00001, 0.29478, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00001, 0.38846, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00001, 0.38846, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00001, 0.50288, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00001, 0.50288, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00001, 0.64089, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00001, 0.64089, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00001, 0.80552, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00001, 0.80552, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00001, 1.00000, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00001, 1.00000, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00012, 0.00000, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00012, 0.00000, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00012, 0.00001, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00012, 0.00001, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00012, 0.00012, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00012, 0.00012, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00012, 0.00062, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00012, 0.00062, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00012, 0.00196, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00012, 0.00196, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00012, 0.00480, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00012, 0.00480, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00012, 0.00994, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00012, 0.00994, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00012, 0.01842, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00012, 0.01842, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00012, 0.03143, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00012, 0.03143, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00012, 0.05034, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00012, 0.05034, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00012, 0.07673, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00012, 0.07673, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00012, 0.11235, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00012, 0.11235, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00012, 0.15911, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00012, 0.15911, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00012, 0.21916, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00012, 0.21916, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00012, 0.29478, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00012, 0.29478, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00012, 0.38846, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00012, 0.38846, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00012, 0.50288, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00012, 0.50288, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00012, 0.64089, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00012, 0.64089, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00012, 0.80552, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00012, 0.80552, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00012, 1.00000, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00012, 1.00000, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00062, 0.00000, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00062, 0.00000, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00062, 0.00001, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00062, 0.00001, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00062, 0.00012, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00062, 0.00012, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00062, 0.00062, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00062, 0.00062, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00062, 0.00196, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00062, 0.00196, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00062, 0.00480, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00062, 0.00480, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00062, 0.00994, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00062, 0.00994, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00062, 0.01842, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00062, 0.01842, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00062, 0.03143, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00062, 0.03143, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00062, 0.05034, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00062, 0.05034, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00062, 0.07673, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00062, 0.07673, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00062, 0.11235, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00062, 0.11235, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00062, 0.15911, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00062, 0.15911, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00062, 0.21916, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00062, 0.21916, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00062, 0.29478, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00062, 0.29478, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00062, 0.38846, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00062, 0.38846, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00062, 0.50288, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00062, 0.50288, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00062, 0.64089, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00062, 0.64089, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00062, 0.80552, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00062, 0.80552, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00062, 1.00000, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00062, 1.00000, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00196, 0.00000, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00196, 0.00000, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00196, 0.00001, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00196, 0.00001, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00196, 0.00012, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00196, 0.00012, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00196, 0.00062, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00196, 0.00062, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00196, 0.00196, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00196, 0.00196, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00196, 0.00480, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00196, 0.00480, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00196, 0.00994, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00196, 0.00994, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00196, 0.01842, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00196, 0.01842, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00196, 0.03143, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00196, 0.03143, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00196, 0.05034, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00196, 0.05034, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00196, 0.07673, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00196, 0.07673, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00196, 0.11235, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00196, 0.11235, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00196, 0.15911, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00196, 0.15911, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00196, 0.21916, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00196, 0.21916, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00196, 0.29478, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00196, 0.29478, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00196, 0.38846, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00196, 0.38846, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00196, 0.50288, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00196, 0.50288, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00196, 0.64089, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00196, 0.64089, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00196, 0.80552, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00196, 0.80552, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00196, 1.00000, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00196, 1.00000, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00480, 0.00000, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00480, 0.00000, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00480, 0.00001, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00480, 0.00001, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00480, 0.00012, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00480, 0.00012, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00480, 0.00062, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00480, 0.00062, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00480, 0.00196, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00480, 0.00196, 9, 0.000250
